"Nutrient Modeling (Hypoxia Task Force Search)"
"Search Criteria: Year = 2020; EPA Region = 06; Include all nitrogen loads; Include all phosphorus loads"

"Year","NPDES Permit Number","FRS ID","SIC Code","NAICS Code","Facility Name","City","State","ZIP Code","County","FIPS Code","EPA Region","Facility Type Indicator","Permit Type","Major/Non-Major Status","HUC 12 Code","Total Facility Design Flow (MGD)","Actual Average Facility Flow (MGD)","Facility Latitude","Facility Longitude","Nutrient Type","Total Pounds (lb/yr)","Total Annual Flow (MGal/yr)","Max Allowable Load (kg/yr)","Load Over Limit","Avg Concentration","Data Source for Concentration","Data Source for Flow","Discharges to Impaired Water Bodies","Discharges Pollutants Contributing to Water Body Impairment"
2020,"AR0000523","110000451369","3339","331419","EVRAZ STRATCOR INC","HOT SPRINGS","AR","71901-8504","GARLAND","05051","06","NON-POTW","NPDES Individual Permit","Major","080401010806",,2.6,"34.466","-92.955278","Nitrogen",22764.9798210555,485.54,1897.081651754625,,66.53797916666666666666666666666666666675,"Modeled","DMR Data","",""
2020,"AR0000591","110038160584","2911","324110","CROSS OIL REFINING & MARKETING, INC.","SMACKOVER","AR","71762-2159","UNION","05139","06","NON-POTW","NPDES Individual Permit","Major","080402010406",.12,,"33.364143","-92.716924","Nitrogen",21259.738601369481760556849339123147164,213.030124,1771.644883447456813379737444926928930328,,12.09421231155145933093882934488293558376,"Modeled","DMR Data","",""
2020,"AR0000591","110038160584","2911","324110","CROSS OIL REFINING & MARKETING, INC.","SMACKOVER","AR","71762-2159","UNION","05139","06","NON-POTW","NPDES Individual Permit","Major","080402010406",.12,,"33.364143","-92.716924","Phosphorus",4431.241707395209258394900241496212489144,213.030124,369.270142282934104866241686791351040762,,2.52396055429978792584577820419161788913,"Modeled","DMR Data","",""
2020,"AR0000647","110017419667","2911","324110","LION OIL CO","EL DORADO","AR","71730-7401","UNION","05139","06","NON-POTW","NPDES Individual Permit","Major","080402020502",,3.2,"33.200091","-92.675095","Nitrogen",91494.5487713437628659337182300967712543,1558.6,7624.545730945313572161143185841397604527,,10.54543397993883581681206420580282472137,"Modeled","DMR Data","Y",""
2020,"AR0000647","110017419667","2911","324110","LION OIL CO","EL DORADO","AR","71730-7401","UNION","05139","06","NON-POTW","NPDES Individual Permit","Major","080402020502",,3.2,"33.200091","-92.675095","Phosphorus",4006.1967304275,1558.6,,0,.566666666666666666666666666666666666665,"DMR Data","DMR Data","Y",""
2020,"AR0000680","110000451038","2819","325131","GREAT LAKES CHEMICAL - SOUTH PLANT","EL DORADO","AR","71730","UNION","05139","06","NON-POTW","NPDES Individual Permit","Non-Major","080402060303",,1.284,"33.109833","-92.678806","Nitrogen",2529.19180212898063317731829504677769551,129.674,210.76598351074838609810985792056480796,,1.99607245564966457020287253805132334116,"Modeled","DMR Data","Y",""
2020,"AR0000680","110000451038","2819","325131","GREAT LAKES CHEMICAL - SOUTH PLANT","EL DORADO","AR","71730","UNION","05139","06","NON-POTW","NPDES Individual Permit","Non-Major","080402060303",,1.284,"33.109833","-92.678806","Phosphorus",611.162926403334668879723285806451612903,129.674,50.9302438669445557399769404838709677419,,.6500627006303153303052513458615644664133,"Modeled","DMR Data","Y",""
2020,"AR0000752","110000746373","2873","325311","EL DORADO CHEMICAL CO","EL DORADO","AR","71730","UNION","05139","06","NON-POTW","NPDES Individual Permit","Major","080402010407",,2.431,"33.26584","-92.688678","Nitrogen",37348.9477014358750873513562581819704249,731.49688,3112.412308452989590612613021515164202072,,4.24213219280316990925971101366893581131,"Modeled","DMR Data","Y","Y"
2020,"AR0000752","110000746373","2873","325311","EL DORADO CHEMICAL CO","EL DORADO","AR","71730","UNION","05139","06","NON-POTW","NPDES Individual Permit","Major","080402010407",,2.431,"33.26584","-92.688678","Phosphorus",740.5197371775,731.49688,,0,.1433333333333333333333333333333333333333,"DMR Data","DMR Data","Y","Y"
2020,"AR0000850","110003401658","2086","312112","MOUNTAIN VALLEY SPRING COMPANY, LLC","HOT SPRINGS","AR","71909","GARLAND","05051","06","NON-POTW","NPDES Individual Permit","Non-Major","080401010701",,.171,"34.632778","-93.067778","Phosphorus",180.0979999999999867718019,50.622,,0,1.30833297896107216798216612050901911719,"DMR Data","DMR Data","",""
2020,"AR0000868","110058901292","4952","221320","JEFFERSON PARISH DEPT OF SEWERAGE - HARV","HARVEY","LA","70058","JEFFERSON PARISH","22059","06","POTW","NPDES Individual Permit","Non-Major","080903010309",.576,,"29.878098","-90.067726","Nitrogen",2080.8407066643,17.271,173.403392222025,,14.436,"Modeled","DMR Data","Y",""
2020,"AR0000868","110058901292","4952","221320","JEFFERSON PARISH DEPT OF SEWERAGE - HARV","HARVEY","LA","70058","JEFFERSON PARISH","22059","06","POTW","NPDES Individual Permit","Non-Major","080903010309",.576,,"29.878098","-90.067726","Phosphorus",349.11306397485,17.271,29.0927553312375,,2.422,"Modeled","DMR Data","Y",""
2020,"AR0001171","110000451109","2819","423930","GREAT LAKES CHEMICAL - CENTRAL","EL DORADO","AR","71730-9712","UNION","05139","06","NON-POTW","NPDES Individual Permit","Major","080402020502",,.93,"33.1831","-92.7069","Nitrogen",53609.7614574676670192290587521510914442,617.885,4467.48012145563891826908822934592428702,,4.22800208684698949521691193885860159781,"Modeled","DMR Data","Y",""
2020,"AR0001171","110000451109","2819","423930","GREAT LAKES CHEMICAL - CENTRAL","EL DORADO","AR","71730-9712","UNION","05139","06","NON-POTW","NPDES Individual Permit","Major","080402020502",,.93,"33.1831","-92.7069","Phosphorus",2332.636493972773437429798436478211924105,617.885,194.386374497731119785816536373184327009,,.6032041551564429026597157018759677552033,"Modeled","DMR Data","Y",""
2020,"AR0001210","110000450921","2621","322121","GEORGIA PACIFIC CROSSETT LLC - PAPER OPERATIONS","CROSSETT","AR","71635","ASHLEY","05003","06","NON-POTW","NPDES Individual Permit","Major","080402020403",,45,"33.139372","-91.96557","Nitrogen",140380.5908838375,5932.1,11698.382573653125,,2.8075,"Modeled","DMR Data","",""
2020,"AR0001210","110000450921","2621","322121","GEORGIA PACIFIC CROSSETT LLC - PAPER OPERATIONS","CROSSETT","AR","71635","ASHLEY","05003","06","NON-POTW","NPDES Individual Permit","Major","080402020403",,45,"33.139372","-91.96557","Phosphorus",21865.59999999999839397168,5932.1,,0,.4545796760412078218788532829929511604717,"DMR Data","DMR Data","",""
2020,"AR0001601","110000450752","2621","322121","GRAPHIC FLEXIBLE PACKAGING","PINE BLUFF","AR","71602-3127","JEFFERSON","05069","06","NON-POTW","NPDES Individual Permit","Major","111102070605",4.6,,"34.2667","-92.0334","Nitrogen",162923.7226747519890753947420391645851984,3419.98,13576.9768895626657562828951699303820999,,5.27087616549112183698816403353231149515,"Modeled","DMR Data","",""
