"Nutrient Modeling (Hypoxia Task Force Search)"
"Search Criteria: Year = 2020; EPA Region = 08; Include all nitrogen loads; Include all phosphorus loads"

"Year","NPDES Permit Number","FRS ID","SIC Code","NAICS Code","Facility Name","City","State","ZIP Code","County","FIPS Code","EPA Region","Facility Type Indicator","Permit Type","Major/Non-Major Status","HUC 12 Code","Total Facility Design Flow (MGD)","Actual Average Facility Flow (MGD)","Facility Latitude","Facility Longitude","Nutrient Type","Total Pounds (lb/yr)","Total Annual Flow (MGal/yr)","Max Allowable Load (kg/yr)","Load Over Limit","Avg Concentration","Data Source for Concentration","Data Source for Flow","Discharges to Impaired Water Bodies","Discharges Pollutants Contributing to Water Body Impairment"
2020,"CO0000001","110038448917","4952","","ASPEN PARK METROPOLITAN DISTRICT","CONIFER","CO","80433","JEFFERSON","08059","08","POTW","NPDES Individual Permit","Non-Major","101900020807",.025,,"39.54408","-105.28517","Nitrogen",1041.9263754984,8.648,86.8271979582,,14.436,"Modeled","DMR Data","Y",""
2020,"CO0000001","110038448917","4952","","ASPEN PARK METROPOLITAN DISTRICT","CONIFER","CO","80433","JEFFERSON","08059","08","POTW","NPDES Individual Permit","Non-Major","101900020807",.025,,"39.54408","-105.28517","Phosphorus",8.21297441475,8.648,1.504700728125,0,.2175,"DMR Data","DMR Data","Y",""
2020,"CO0000005","110055623927","4952","","HAROLD D THOMPSON REGIONAL WW RECLAMATION FACILITY","FOUNTAIN","CO","80817","EL PASO","08041","08","POTW","NPDES Individual Permit","Major","110200030402",2.5,,"38.621186","-104.664391","Nitrogen",41179.5422122518,352.339,3431.62851768765,,14.0145,"Modeled","DMR Data","Y",""
2020,"CO0000005","110055623927","4952","","HAROLD D THOMPSON REGIONAL WW RECLAMATION FACILITY","FOUNTAIN","CO","80817","EL PASO","08041","08","POTW","NPDES Individual Permit","Major","110200030402",2.5,,"38.621186","-104.664391","Phosphorus",1461.58943635404,352.339,,0,.4945333333333333333333333333333333333333,"DMR Data","DMR Data","Y",""
2020,"CO0000009","110013748766","4952","","GLEN ECHO RESORT","BELLVUE","CO","80512","LARIMER","08069","08","NON-POTW","NPDES Individual Permit","Non-Major","101900070208",.01,,"40.698746","-105.58298","Nitrogen",129.6016411299435,1.290834,10.800136760828625,,14.436,"Modeled","DMR Data","Y",""
2020,"CO0000009","110013748766","4952","","GLEN ECHO RESORT","BELLVUE","CO","80512","LARIMER","08069","08","NON-POTW","NPDES Individual Permit","Non-Major","101900070208",.01,,"40.698746","-105.58298","Phosphorus",21.74391623834325,1.290834,1.8119930198619375,,2.422,"Modeled","DMR Data","Y",""
2020,"CO0000010","110055976877","4952","","RANGELY WWTP","RANGELY","CO","81648","RIO BLANCO","08103","08","POTW","NPDES Individual Permit","Non-Major","140500070504",.5,,"40.09642","-108.80885","Nitrogen",6840.8346062007,56.779,570.069550516725,,14.436,"Modeled","DMR Data","Y",""
2020,"CO0000010","110055976877","4952","","RANGELY WWTP","RANGELY","CO","81648","RIO BLANCO","08103","08","POTW","NPDES Individual Permit","Non-Major","140500070504",.5,,"40.09642","-108.80885","Phosphorus",1147.72107344265,56.779,95.6434227868875,,2.422,"Modeled","DMR Data","Y",""
2020,"CO0000011","110043504776","4952","","LOMA LINDA SAN DIST WWTF","DURANGO","CO","81303","LA PLATA","08067","08","POTW","NPDES Individual Permit","Non-Major","140801040803",.125,,"37.210987","-107.798611","Nitrogen",2486.1413920455,20.635,207.178449337125,,14.436,"Modeled","DMR Data","",""
2020,"CO0000011","110043504776","4952","","LOMA LINDA SAN DIST WWTF","DURANGO","CO","81303","LA PLATA","08067","08","POTW","NPDES Individual Permit","Non-Major","140801040803",.125,,"37.210987","-107.798611","Phosphorus",417.11238927225,20.635,34.7593657726875,,2.422,"Modeled","DMR Data","",""
2020,"CO0000012","110056343684","4952","","PALISADE WWTF","PALISADE","CO","81526","MESA COUNTY","08077","08","POTW","NPDES Individual Permit","Non-Major","140100051502",.47,,"39.100223","-108.354197","Nitrogen",7255.412388126,60.22,604.6176990105,,14.436,"Modeled","DMR Data","",""
2020,"CO0000012","110056343684","4952","","PALISADE WWTF","PALISADE","CO","81526","MESA COUNTY","08077","08","POTW","NPDES Individual Permit","Non-Major","140100051502",.47,,"39.100223","-108.354197","Phosphorus",1217.276863677,60.22,101.43973863975,,2.422,"Modeled","DMR Data","",""
