"Nutrient Modeling (Hypoxia Task Force Search)"
"Search Criteria: Year = 2020; EPA Region = 03; Include all nitrogen loads; Include all phosphorus loads"

"Year","NPDES Permit Number","FRS ID","SIC Code","NAICS Code","Facility Name","City","State","ZIP Code","County","FIPS Code","EPA Region","Facility Type Indicator","Permit Type","Major/Non-Major Status","HUC 12 Code","Total Facility Design Flow (MGD)","Actual Average Facility Flow (MGD)","Facility Latitude","Facility Longitude","Nutrient Type","Total Pounds (lb/yr)","Total Annual Flow (MGal/yr)","Max Allowable Load (kg/yr)","Load Over Limit","Avg Concentration","Data Source for Concentration","Data Source for Flow","Discharges to Impaired Water Bodies","Discharges Pollutants Contributing to Water Body Impairment"
2020,"DC0021199","110029030144","4952","","BLUE PLAINS WASTEWATER TREATMENT PLANT","WASHINGTON","DC","20032-5212","DISTRICT OF COLUMBIA","11001","03","POTW","NPDES Individual Permit","Major","020700100301",370,,"38.813645","-77.027176","Nitrogen",2881102.13773445479207810725,110779.6266666666666666666666666666666667,,0,4.48833580905515128475218958688391413142,"DMR Data","DMR Data","Y","Y"
2020,"DC0021199","110029030144","4952","","BLUE PLAINS WASTEWATER TREATMENT PLANT","WASHINGTON","DC","20032-5212","DISTRICT OF COLUMBIA","11001","03","POTW","NPDES Individual Permit","Major","020700100301",370,,"38.813645","-77.027176","Phosphorus",92020.2155782824933429327,110779.6266666666666666666666666666666667,16120.833333333332149258125,0,.1369630319818448867755321017910822880431,"DMR Data","DMR Data","Y","Y"
2020,"DE0000035","110064631849","2821","","INV PERFORMANCE MATERIALS, LLC","SEAFORD","DE","19973","SUSSEX","10005","03","NON-POTW","NPDES Individual Permit","Major","020801090405",,,"38.624194","-75.628694","Nitrogen",7407.59999999999945591178,751.378,,0,2.35741181629945758198526225453896529567,"DMR Data","DMR Data","Y","Y"
2020,"DE0000035","110064631849","2821","","INV PERFORMANCE MATERIALS, LLC","SEAFORD","DE","19973","SUSSEX","10005","03","NON-POTW","NPDES Individual Permit","Major","020801090405",,,"38.624194","-75.628694","Phosphorus",302.899999999999977751995,751.378,,0,.1036340011895717198090118005708553266067,"DMR Data","DMR Data","Y","Y"
2020,"DE0000060","110000338983","2819","","SPI PHARMA INC","LEWES","DE","19958-1168","SUSSEX","10005","03","NON-POTW","NPDES Individual Permit","Non-Major","020402070605",,,"38.790952","-75.103954","Nitrogen",4368.415456495553333178316088193202146692,268.36,364.034621374629444431526340682766845558,,1.96261984681375581927336042109781779838,"Modeled","DMR Data","Y",""
2020,"DE0000060","110000338983","2819","","SPI PHARMA INC","LEWES","DE","19958-1168","SUSSEX","10005","03","NON-POTW","NPDES Individual Permit","Non-Major","020402070605",,,"38.790952","-75.103954","Phosphorus",1479.681205798725793501818735483870967742,268.36,123.306767149893816125151561290322580645,,.65960436729698199697191801252823113308,"Modeled","DMR Data","Y",""
2020,"DE0000141","110006658401","2033","","SAW INCORPORATED","GEORGETOWN","DE","19947-1166","SUSSEX","10005","03","NON-POTW","NPDES Individual Permit","Non-Major","020402070601",,,"38.69844","-75.388117","Nitrogen",0,0,,0,0,"DMR Data","DMR Data","",""
2020,"DE0000141","110006658401","2033","","SAW INCORPORATED","GEORGETOWN","DE","19947-1166","SUSSEX","10005","03","NON-POTW","NPDES Individual Permit","Non-Major","020402070601",,,"38.69844","-75.388117","Phosphorus",0,0,,0,0,"DMR Data","DMR Data","",""
2020,"DE0000256","110001148598","2911","","DELAWARE CITY REFINERY","DELAWARE CITY","DE","19706","NEW CASTLE","10003","03","NON-POTW","NPDES Individual Permit","Major","020402050703",,,"39.591","-75.634","Nitrogen",915627.099999999932747189505,208462.94,,0,28.3001633762510945306896951785493564175,"DMR Data","DMR Data","Y",""
2020,"DE0000256","110001148598","2911","","DELAWARE CITY REFINERY","DELAWARE CITY","DE","19706","NEW CASTLE","10003","03","NON-POTW","NPDES Individual Permit","Major","020402050703",,,"39.591","-75.634","Phosphorus",822893.8789119240341082427222191653252442,208462.94,68574.4899093270028423535601849304437703,,1.42460912952611861568493435215588196441,"Modeled","DMR Data","Y",""
2020,"DE0000299","110056556597","2015","","ALLEN FAMILY FOODS, INC. HARBESON PLANT","HARBESON","DE","19951","SUSSEX","10005","03","NON-POTW","NPDES Individual Permit","Major","020402070603",,,"38.72072","-75.28476","Nitrogen",72672.699999999994662190185,474.695098181818181977563636363636363636,14204.5833333333322900066875,0,6.00441495028524173513203995526459146722,"DMR Data","DMR Data","Y","Y"
2020,"DE0000299","110056556597","2015","","ALLEN FAMILY FOODS, INC. HARBESON PLANT","HARBESON","DE","19951","SUSSEX","10005","03","NON-POTW","NPDES Individual Permit","Major","020402070603",,,"38.72072","-75.28476","Phosphorus",446.299999999999967219265,474.695098181818181977563636363636363636,158.470833333333321693650625,0,.0391077247675598411089665167402442684244,"DMR Data","DMR Data","Y","Y"
2020,"DE0000469","110064121114","2015","","PERDUE FOODS, LLC","GEORGETOWN","DE","19947","SUSSEX COUNTY","10005","03","NON-POTW","NPDES Individual Permit","Major","020402070601",,,"38.698227","-75.380704","Nitrogen",87708.59999999999355780333,460.908,27557.499999999997975901625,0,22.87417470876661579480222224655584062375,"DMR Data","DMR Data","",""
2020,"DE0000469","110064121114","2015","","PERDUE FOODS, LLC","GEORGETOWN","DE","19947","SUSSEX COUNTY","10005","03","NON-POTW","NPDES Individual Permit","Major","020402070601",,,"38.698227","-75.380704","Phosphorus",765.499999999999943774025,460.908,760.4166666666666108140625,0,.201131591469499593550216366350777619685,"DMR Data","DMR Data","",""
2020,"DE0000523","110043416336","3711","","FISKER AUTOMOTIVE, INC.","WILMINGTON","DE","19804","NEW CASTLE","10003","03","NON-POTW","NPDES Individual Permit","Non-Major","020402050504",,,"39.731608","-75.603728","Nitrogen",1550.299999999999886130465,56.21,,0,2.1670625769754181925618618891776514453,"DMR Data","DMR Data","Y",""
2020,"DE0000523","110043416336","3711","","FISKER AUTOMOTIVE, INC.","WILMINGTON","DE","19804","NEW CASTLE","10003","03","NON-POTW","NPDES Individual Permit","Non-Major","020402050504",,,"39.731608","-75.603728","Phosphorus",3535.519999999999740316056,56.21,,0,1.48716608263429801484744289936258715827,"DMR Data","DMR Data","Y",""
2020,"DE0000612","110000338536","2821","","FORMOSA PLASTICS CORPORATION","DELAWARE CITY","DE","19706","NEW CASTLE","10003","03","NON-POTW","NPDES Individual Permit","Major","020402050704",,,"39.586111","-75.649439","Nitrogen",271.022670445984746542257061369050476063,13.965,22.58522253716539554518808844742087300525,,5.7675118068051784399202524753394278321,"Modeled","DMR Data","",""
2020,"DE0000612","110000338536","2821","","FORMOSA PLASTICS CORPORATION","DELAWARE CITY","DE","19706","NEW CASTLE","10003","03","NON-POTW","NPDES Individual Permit","Major","020402050704",,,"39.586111","-75.649439","Phosphorus",17.02597375273727436503945122249618847163,13.965,1.4188311460614395304199542685413490393,,.2251457470985095450619187185983944142925,"Modeled","DMR Data","",""
2020,"DE0000621","110000338652","2869","","CRODA, INC. - ATLAS POINT","NEW CASTLE","DE","19720-2780","NEW CASTLE","10003","03","NON-POTW","NPDES Individual Permit","Non-Major","020402050701",,,"39.69384","-75.53477","Nitrogen",43.7635454211917967148308688010684804255,2.8526,3.64696211843264972623590573342237336879,,1.8005546676661175218287090633645155925,"Modeled","DMR Data","Y",""
2020,"DE0000621","110000338652","2869","","CRODA, INC. - ATLAS POINT","NEW CASTLE","DE","19720-2780","NEW CASTLE","10003","03","NON-POTW","NPDES Individual Permit","Non-Major","020402050701",,,"39.69384","-75.53477","Phosphorus",9.238464029998196721748643859649122807,2.8526,.7698720024998497268123869883040935672508,,.3870604147548570823032890501742228226433,"Modeled","DMR Data","Y",""
2020,"DE0000655","110001143986","2819","","GENERAL CHEMICAL CORPORATION (CLOSED)","CLAYMONT","DE","19703","NEW CASTLE","10003","03","NON-POTW","NPDES Individual Permit","Non-Major","020402020608",,,"39.803933","-75.430356","Nitrogen",1526.092179068883980954841195254919499108,98.769,127.174348255740331746236766271243291593,,1.96261984681375581927336042109781779838,"Modeled","DMR Data","Y",""
2020,"DE0000655","110001143986","2819","","GENERAL CHEMICAL CORPORATION (CLOSED)","CLAYMONT","DE","19703","NEW CASTLE","10003","03","NON-POTW","NPDES Individual Permit","Non-Major","020402020608",,,"39.803933","-75.430356","Phosphorus",535.298325148688706155660837225806451613,98.769,44.60819376239072551297173643548387096775,,.65960436729698199697191801252823113308,"Modeled","DMR Data","Y",""
2020,"DE0000736","110064613413","2035","","HARIM MILLSBORO, LLC","MILLSBORO","DE","19966","SUSSEX","10005","03","NON-POTW","NPDES Individual Permit","Non-Major","020403030203",,,"38.576772","-75.273356","Nitrogen",4864.566499999999642697590575,27.869,,0,3.66656606883595249657355443969274210599,"DMR Data","DMR Data","Y","Y"
2020,"DE0000736","110064613413","2035","","HARIM MILLSBORO, LLC","MILLSBORO","DE","19966","SUSSEX","10005","03","NON-POTW","NPDES Individual Permit","Non-Major","020403030203",,,"38.576772","-75.273356","Phosphorus",129.7039999999999904732412,27.869,121.66666666666665773025,0,.3265282954017946749986276641806318552058,"DMR Data","DMR Data","Y","Y"
2020,"DE0020010","110064642052","4952","","SELBYVILLE WASTEWATER TREATMENT FACILITY","SELBYVILLE","DE","19975","SUSSEX","10005","03","POTW","NPDES Individual Permit","Major","020403030302",,,"38.47114","-75.2182","Nitrogen",43277.834874035475,399.5005,3606.48623950295625,,13.031,"Modeled","DMR Data","",""
2020,"DE0020010","110064642052","4952","","SELBYVILLE WASTEWATER TREATMENT FACILITY","SELBYVILLE","DE","19975","SUSSEX","10005","03","POTW","NPDES Individual Permit","Major","020403030302",,,"38.47114","-75.2182","Phosphorus",8585.0917983093375,399.5005,715.424316525778125,,2.5695,"Modeled","DMR Data","",""
2020,"DE0020028","110002320658","4952","","REHOBOTH BEACH SEWAGE TREATMENT PLANT","REHOBOTH BEACH","DE","19971","SUSSEX","10005","03","POTW","NPDES Individual Permit","Major","020403030104",,,"38.700111","-75.093278","Nitrogen",15677.899999999998848458245,414.031,,0,4.89774588071225370323977907019460814064,"DMR Data","DMR Data","Y","Y"
2020,"DE0020028","110002320658","4952","","REHOBOTH BEACH SEWAGE TREATMENT PLANT","REHOBOTH BEACH","DE","19971","SUSSEX","10005","03","POTW","NPDES Individual Permit","Major","020403030104",,,"38.700111","-75.093278","Phosphorus",1243.299999999999908679615,414.031,,0,.2935029147858696658055972386590796097492,"DMR Data","DMR Data","Y","Y"
2020,"DE0020125","110012890354","4952","","LAUREL WATER DEPARTMENT","LAUREL","DE","19956","SUSSEX","10005","03","POTW","NPDES Individual Permit","Non-Major","020801090204",,,"38.559237","-75.580305","Nitrogen",6476.279999999999524317234,143.158,298.3499999999999780861925,111.59999999999999180298,5.47663619145202993252230263654898717657,"DMR Data","DMR Data","",""
2020,"DE0020125","110012890354","4952","","LAUREL WATER DEPARTMENT","LAUREL","DE","19956","SUSSEX","10005","03","POTW","NPDES Individual Permit","Non-Major","020801090204",,,"38.559237","-75.580305","Phosphorus",90.5299999999999933505715,143.158,177.633333333333320286165,0,.0788207642138906411765242347954662804938,"DMR Data","DMR Data","",""
2020,"DE0020249","110000880761","4952","","BRIDGEVILLE WASTEWATER TREATMENT PLANT","BRIDGEVILLE","DE","19933","SUSSEX","10005","03","POTW","NPDES Individual Permit","Major","020801090402",,,"38.746649","-75.580452","Nitrogen",8676.992727272726635402156909090909090909,32.824,735.790909090909036865248636363636363636,0,10.51956374730152776289231374209205851082,"DMR Data","DMR Data","Y","Y"
2020,"DE0020249","110000880761","4952","","BRIDGEVILLE WASTEWATER TREATMENT PLANT","BRIDGEVILLE","DE","19933","SUSSEX","10005","03","POTW","NPDES Individual Permit","Major","020801090402",,,"38.746649","-75.580452","Phosphorus",1471.963636363636255520634545454545454545,32.824,186.381818181818168128437272727272727273,0,1.80370285771305099979478528464832010133,"DMR Data","DMR Data","Y","Y"
2020,"DE0020265","110039821271","4952","","SEAFORD WASTEWATER TREATMENT PLANT","SEAFORD","DE","19973","SUSSEX","10005","03","POTW","NPDES Individual Permit","Major","020801090405",,,"38.634496","-75.617155","Nitrogen",27285.239999999997995899122,356.3651,1721.2499999999998735741875,0,9.26179808645184614960147521403987091875,"DMR Data","DMR Data","Y","Y"
2020,"DE0020265","110039821271","4952","","SEAFORD WASTEWATER TREATMENT PLANT","SEAFORD","DE","19973","SUSSEX","10005","03","POTW","NPDES Individual Permit","Major","020801090405",,,"38.634496","-75.617155","Phosphorus",3101.0499999999997722278775,356.3651,809.0833333333332739061625,0,1.05230039451114540972762508269891063503,"DMR Data","DMR Data","Y","Y"
2020,"DE0020320","110006523770","4952","","WILMINGTON WASTEWATER TREATMENT PLANT- 12TH ST & HAY RD, WILMINGTON","WILMINGTON","DE","19809","NEW CASTLE","10003","03","POTW","NPDES Individual Permit","Major","020402040000",,,"39.72954","-75.504334","Nitrogen",2887167.003201999,25462.78,240597.25026683325,,13.586,"Modeled","DMR Data","Y",""
2020,"DE0020320","110006523770","4952","","WILMINGTON WASTEWATER TREATMENT PLANT- 12TH ST & HAY RD, WILMINGTON","WILMINGTON","DE","19809","NEW CASTLE","10003","03","POTW","NPDES Individual Permit","Major","020402040000",,,"39.72954","-75.504334","Phosphorus",433308.8119776885,25462.78,36109.067664807375,,2.039,"Modeled","DMR Data","Y",""
2020,"DE0020338","110054584632","4952","","KENT COUNTY REGIONAL WWTF","MILFORD","DE","19963","KENT","10005","03","POTW","NPDES Individual Permit","Major","020402070405",,,"38.99376","-75.437977","Nitrogen",108099.999999999992060055,4745.79,,0,2.72803046357264430844553597737207767208,"DMR Data","DMR Data","",""
2020,"DE0020338","110054584632","4952","","KENT COUNTY REGIONAL WWTF","MILFORD","DE","19963","KENT","10005","03","POTW","NPDES Individual Permit","Major","020402070405",,,"38.99376","-75.437977","Phosphorus",8055.939999999999408291207,4745.79,650.2499999999999522391375,0,.2046440804687455081254462799608405363708,"DMR Data","DMR Data","",""
2020,"DE0021491","110009129371","4952","","MILTON WATER RECLAMATION FACILITY","MILTON","DE","19968","SUSSEX","10005","03","POTW","NPDES Individual Permit","Non-Major","020402070601",,,"38.777861","-75.307452","Nitrogen",13608.59999999999900044833,67.421,465.37499999999996581820625,154.99999999999998861525,24.45701949907078683103288282918201046517,"DMR Data","DMR Data","Y","Y"
2020,"DE0021491","110009129371","4952","","MILTON WATER RECLAMATION FACILITY","MILTON","DE","19968","SUSSEX","10005","03","POTW","NPDES Individual Permit","Non-Major","020402070601",,,"38.777861","-75.307452","Phosphorus",2035.79999999999985047049,67.421,398.45833333333330406656875,0,3.63772153473018656456248223567697082974,"DMR Data","DMR Data","Y","Y"
2020,"DE0021512","110055374713","4952","","HOWARD SEYMOUR WATER RECLAMATION PLANT","LEWES","DE","19958","SUSSEX","10005","03","POTW","NPDES Individual Permit","Major","020403030101",,,"38.779022","-75.133872","Nitrogen",8273.339999999999392323177,311.8545,3041.66666666666644325625,0,3.11994674644701688265665176583330727174,"DMR Data","DMR Data","Y","Y"
2020,"DE0021512","110055374713","4952","","HOWARD SEYMOUR WATER RECLAMATION PLANT","LEWES","DE","19958","SUSSEX","10005","03","POTW","NPDES Individual Permit","Major","020403030101",,,"38.779022","-75.133872","Phosphorus",1871.1099999999998625669705,311.8545,760.4166666666666108140625,0,.6852175610731267945417698066569946820067,"DMR Data","DMR Data","Y","Y"
2020,"DE0021539","110010052566","4952","","PORT PENN WASTEWATER TREATMENT PLANT","PORT PENN","DE","19731","NEW CASTLE","10003","03","POTW","NPDES Individual Permit","Non-Major","020402050705",,,"39.512786","-75.574183","Nitrogen",3816.0192057309,31.673,318.001600477575,,14.436,"Modeled","DMR Data","Y",""
2020,"DE0021539","110010052566","4952","","PORT PENN WASTEWATER TREATMENT PLANT","PORT PENN","DE","19731","NEW CASTLE","10003","03","POTW","NPDES Individual Permit","Non-Major","020402050705",,,"39.512786","-75.574183","Phosphorus",640.23264867555,31.673,53.3527207229625,,2.422,"Modeled","DMR Data","Y",""
2020,"DE0021555","110000710008","4952","","DELAWARE CITY WASTEWATER TREATMENT PLANT","DELAWARE CITY","DE","19706","NEW CASTLE","10003","03","POTW","NPDES Individual Permit","Non-Major","020402050705",,,"39.576945","-75.584786","Nitrogen",13892.0303885832,115.304,1157.6691990486,,14.436,"Modeled","DMR Data","Y",""
2020,"DE0021555","110000710008","4952","","DELAWARE CITY WASTEWATER TREATMENT PLANT","DELAWARE CITY","DE","19706","NEW CASTLE","10003","03","POTW","NPDES Individual Permit","Non-Major","020402050705",,,"39.576945","-75.584786","Phosphorus",2330.7354946764,115.304,194.2279578897,,2.422,"Modeled","DMR Data","Y",""
2020,"DE0021709","110010052575","7991","","GREENVILLE COUNTRY CLUB","WILMINGTON","DE","198071129","NEW CASTLE","10003","03","NON-POTW","NPDES Individual Permit","Non-Major","020402050307",,,"39.816505","-75.625125","Nitrogen",50.099999999999996320155,.6178,38.33333333333333051775,0,28.6566997267129346477322765301629238221,"DMR Data","DMR Data","",""
2020,"DE0021709","110010052575","7991","","GREENVILLE COUNTRY CLUB","WILMINGTON","DE","198071129","NEW CASTLE","10003","03","NON-POTW","NPDES Individual Permit","Non-Major","020402050307",,,"39.816505","-75.625125","Phosphorus",.4899999999999999640095,.6178,7.66666666666666610355,0,.2895624711061585730955526199911933069133,"DMR Data","DMR Data","",""
2020,"DE0021768","110013190117","8412","","WINTERTHUR","WINTERTHUR","DE","19735","NEW CASTLE","10003","03","NON-POTW","NPDES Individual Permit","Non-Major","020402050307",,,"39.800556","-75.610278","Nitrogen",51.159999999999996242298,3.1145,63.570833333333328664055625,0,1.85067226343738070232945597676088083857,"DMR Data","DMR Data","Y",""
2020,"DE0021768","110013190117","8412","","WINTERTHUR","WINTERTHUR","DE","19735","NEW CASTLE","10003","03","NON-POTW","NPDES Individual Permit","Non-Major","020402050307",,,"39.800556","-75.610278","Phosphorus",6.39159999999999953053698,3.1145,12.6837499999999990683785625,0,.2330142600872829729546348991452191378642,"DMR Data","DMR Data","Y",""
2020,"DE0050008","110010052593","4952","","SOUTH COASTAL STP","FRANKFORD","DE","19945","SUSSEX","10005","03","POTW","NPDES Individual Permit","Major","020403030301",,,"38.523212","-75.090427","Nitrogen",122829.690650625,1154.3,10235.80755421875,,12.75,"Modeled","DMR Data","",""
2020,"DE0050008","110010052593","4952","","SOUTH COASTAL STP","FRANKFORD","DE","19945","SUSSEX","10005","03","POTW","NPDES Individual Permit","Major","020403030301",,,"38.523212","-75.090427","Phosphorus",25037.9894902725,1154.3,2086.499124189375,,2.599,"Modeled","DMR Data","",""
2020,"DE0050083","110020883882","8412","","LUMS POND STATE PARK","BEAR","DE","19701","NEW CASTLE","10003","03","NON-POTW","NPDES Individual Permit","Non-Major","020402050705",,,"39.553594","-75.707682","Nitrogen",186.51428571428570058624,10.04571428571428571428571428571428571429,272.5714285714285514082,0,.9495855843453194585681035954672489867814,"DMR Data","DMR Data","Y",""
2020,"DE0050083","110020883882","8412","","LUMS POND STATE PARK","BEAR","DE","19701","NEW CASTLE","10003","03","NON-POTW","NPDES Individual Permit","Non-Major","020402050705",,,"39.553594","-75.707682","Phosphorus",63.188571428571423930228,10.04571428571428571428571428571428571429,60.5714285714285669796,0,.33541156047905489888478508972941884812,"DMR Data","DMR Data","Y",""
2020,"DE0050326","110000720505","5144","","MOUNTAIRE FARMS INC. - SELBYVILLE PROCESSING","SELBYVILLE","DE","19975-9300","SUSSEX","10005","03","NON-POTW","NPDES Individual Permit","Non-Major","020403030302",,,"38.46067","-75.228168","Nitrogen",0,0,,0,0,"DMR Data","DMR Data","",""
2020,"DE0050326","110000720505","5144","","MOUNTAIRE FARMS INC. - SELBYVILLE PROCESSING","SELBYVILLE","DE","19975-9300","SUSSEX","10005","03","NON-POTW","NPDES Individual Permit","Non-Major","020403030302",,,"38.46067","-75.228168","Phosphorus",0,0,,0,0,"DMR Data","DMR Data","",""
2020,"DE0050547","110000710053","4952","","MOT WATER FARM NO. 1","ODESSA","DE","19730","NEW CASTLE","10003","03","POTW","NPDES Individual Permit","Non-Major","020402050802",,,"39.455083","-75.648444","Nitrogen",7739.2699999999994315506185,234.137,,0,3.9928662107305415139696196541001756753,"DMR Data","DMR Data","Y",""
2020,"DE0050547","110000710053","4952","","MOT WATER FARM NO. 1","ODESSA","DE","19730","NEW CASTLE","10003","03","POTW","NPDES Individual Permit","Non-Major","020402050802",,,"39.455083","-75.648444","Phosphorus",445.779999999999967257459,234.137,63.87499999999999530838125,0,.2351250187685551736059504804162898647983,"DMR Data","DMR Data","Y",""
2020,"DE0050725","110010052646","6515","","MOBILE GARDENS MOBILE HOME PARK","SEAFORD","DE","19973","SUSSEX","10005","03","NON-POTW","NPDES Individual Permit","Non-Major","020801090405",,,"38.637506","-75.58718","Nitrogen",117.59999999999999136228,.9196014545454545454545454545454545454545,100.979999999999992583019,0,1.26633270765746401065381004251333052581,"DMR Data","DMR Data","Y","Y"
2020,"DE0050725","110010052646","6515","","MOBILE GARDENS MOBILE HOME PARK","SEAFORD","DE","19973","SUSSEX","10005","03","NON-POTW","NPDES Individual Permit","Non-Major","020801090405",,,"38.637506","-75.58718","Phosphorus",20.159999999999998519248,.9196014545454545454545454545454545454545,13.4639999999999990110692,0,.2170856070269938303977960072879995187091,"DMR Data","DMR Data","Y","Y"
2020,"DE0050911","110000338527","2812","","OCCIDENTAL CHEMICAL CORP","NEW CASTLE","DE","19720","NEW CASTLE","10003","03","NON-POTW","NPDES Individual Permit","Non-Major","020402050703",,,"39.601247","-75.610147","Nitrogen",177.7426384499999985637604628,74.156496,,0,.3501579049484036998108268166159222185317,"DMR Data","DMR Data","Y",""
2020,"DE0050962","110000787373","","","NATIONAL RAILROAD PASSENGER CORPORATION (AMTRAK) WILMINGTON MAINTENANCE FACILITY","WILMINGTON","DE","198020000","NEW CASTLE","10003","03","NON-POTW","NPDES Individual Permit","Non-Major","020402050602",,,"39.748694","-75.513889","Nitrogen",0,55.4414400000000038501,,0,0,"DMR Data","DMR Data","Y","Y"
2020,"DE0050962","110000787373","","","NATIONAL RAILROAD PASSENGER CORPORATION (AMTRAK) WILMINGTON MAINTENANCE FACILITY","WILMINGTON","DE","198020000","NEW CASTLE","10003","03","NON-POTW","NPDES Individual Permit","Non-Major","020402050602",,,"39.748694","-75.513889","Phosphorus",0,55.4414400000000038501,,0,0,"DMR Data","DMR Data","Y","Y"
2020,"DE0051021","110056963567","3312","","EVRAZ CLAYMONT STEEL","CLAYMONT","DE","19703","NEW CASTLE","10003","03","NON-POTW","NPDES Individual Permit","Non-Major","020402020608",,,"39.810232","-75.447627","Nitrogen",496.321444546772162695487579837007149221,37.10756578947368177627,41.36012037889768022462396498641726243508,,1.53458444407435846480163634039289214642,"Modeled","DMR Data","Y",""
2020,"DE0051063","110000585073","","","HANOVER FOODS CORP","CLAYTON","DE","19938","KENT","10001","03","NON-POTW","NPDES Individual Permit","Non-Major","020402070101",,,"39.290014","-75.640814","Phosphorus",228.23576059725,104.767,,0,.28375,"DMR Data","DMR Data","Y","Y"
2020,"DE0051080","110000338652","4952","","CRODA, INC. - ATLAS POINT","NEW CASTLE","DE","19720-2780","NEW CASTLE","10003","03","NON-POTW","NPDES Individual Permit","Non-Major","020402050701",,,"39.69384","-75.53477","Nitrogen",11875.5269488611,98.567,989.627245738425,,14.436,"Modeled","DMR Data","",""
2020,"DE0051080","110000338652","4952","","CRODA, INC. - ATLAS POINT","NEW CASTLE","DE","19720-2780","NEW CASTLE","10003","03","NON-POTW","NPDES Individual Permit","Non-Major","020402050701",,,"39.69384","-75.53477","Phosphorus",1992.41661610845,98.567,166.0347180090375,,2.422,"Modeled","DMR Data","",""
